0.05	4.06943321988	4.0392422284	4.09962421136	3.03100737082	3.01295606226	3.04905867938	6.89720665488	6.74025833866	7.05415497111	6.8254298774	6.70118300921	6.94967674559	6.83563283337	6.67242151128	6.99884415547
0.15	4.10054018631	4.06899833322	4.13208203941	3.06241523902	3.03608765427	3.08874282376	6.93096184839	6.7814065059	7.08051719088	6.87496571549	6.77644499151	6.97348643948	6.85769784033	6.77248432364	6.94291135701
0.25	4.11256008325	4.08810075131	4.13701941519	3.08708509497	3.07159725254	3.10257293739	6.83372537537	6.67377177188	6.99367897886	6.84959274125	6.78985238141	6.9093331011	6.88501986246	6.79019017113	6.9798495538
0.35	4.13280815487	4.09657382268	4.16904248706	3.10028098804	3.07221845997	3.1283435161	6.92929727076	6.8006005458	7.05799399572	6.91424983316	6.78068004867	7.04781961766	6.87937161693	6.77304949444	6.98569373942
0.45	4.13050924457	4.09500620675	4.16601228238	3.11184247671	3.09261788019	3.13106707323	6.94323139332	6.80069200089	7.08577078575	6.79682921559	6.69499431156	6.89866411963	6.85495005521	6.71694496385	6.99295514656
0.55	4.14838939341	4.12067566606	4.17610312076	3.13331548285	3.10460401278	3.16202695291	6.87710543287	6.76364315071	6.99056771502	6.84277913387	6.70485022171	6.98070804603	6.93442953377	6.85569881981	7.01316024774
0.65	4.14430054786	4.12554642292	4.1630546728	3.12565102899	3.10187368104	3.14942837694	6.84458226858	6.70064764663	6.98851689052	6.8890807319	6.75377800786	7.02438345595	6.90150151413	6.8008625134	7.00214051487
0.75	4.1602765184	4.12027501213	4.20027802467	3.14606246777	3.10920211687	3.18292281867	6.89461361447	6.76380715903	7.0254200699	6.89624335396	6.71787658143	7.0746101265	6.89280871196	6.76846353169	7.01715389223
0.85	4.15936195426	4.13435650237	4.18436740616	3.15388039457	3.1216632887	3.18609750044	6.8662267536	6.7214513857	7.0110021215	6.90615972721	6.76692122389	7.04539823054	6.8597185511	6.67566688123	7.04377022096
0.95	4.16660706236	4.12195754801	4.21125657671	3.15699828293	3.13076529822	3.18323126765	6.86866501031	6.68210018858	7.05522983204	6.89146268353	6.74924110443	7.03368426264	6.89220713229	6.69592589885	7.08848836573
